tick,hr,eda
57,68.10586054598443,1.6836546133852668
58,68.7795173020231,1.7426130568470368
59,70.91620012375112,2.057823773781522
60,68.26791945730714,1.8226914941431178
61,67.64417052836691,1.4006761121278837
62,64.60577758843083,2.1088519397566263
63,61.61429887453357,2.253982556444349
64,62.761710573878275,2.22702155079928
65,65.46350890136203,2.2336973253027383
66,68.3928536227544,1.5389495179125534
67,71.74744624867536,2.4325121466567836
68,67.80258528199938,1.917825118348304
69,67.52039910208809,1.7074543031663763
70,71.29576027927075,1.837132420480944
71,67.84642876192497,1.762011079039087
72,66.12178070083941,1.616682454504649
73,71.77120794114317,1.953773728038196
74,70.89776485618643,2.003997379073978
75,65.91678941689132,1.9019944219993243
76,66.3193068484913,2.002387729755474
77,66.87419948096914,1.9100234852174605
78,63.86427594759226,1.7579462217136639
79,72.96217264640129,1.7986300351244848
80,64.83771863712953,2.1011978997725094
81,72.22181659866959,1.5637927092556376
82,67.37443445524619,1.8103842338195277
83,62.71694157701779,2.2204780127775177
84,67.92966824433546,2.0214325532877817
85,65.74306558266323,2.1364352488990748
86,66.38210795153803,1.9571290374509718
87,64.67521762345547,1.6351691719375414
88,72.00659556590007,1.8478685886384574
89,68.87504106906741,1.9898628695697882
90,66.67656439171344,1.8476117088988342
91,69.89024777433676,1.909439718639827
92,67.54566905548613,2.006666467158344
93,71.529524960756,2.2041532923899414
94,69.14780080318398,1.8309285819940275
95,63.85409383998061,2.2848589795205907
96,70.89934140266263,1.957787480262998
97,69.62565152481055,2.2344329161656216
98,70.49355335799494,2.2764150419739413
99,66.6331470480166,2.4544918947994154
100,64.26022082514288,2.2585169230980946
101,69.48179623709227,2.262085734057351
102,73.6370249212902,2.4453336420135945
103,64.56446927843203,1.493398525919643
104,70.45066717716139,1.6954962752372231
105,67.96278383405746,2.2519182431015583
106,63.068607946443244,1.3670058637071563
107,68.77789706101169,2.013315766883989
108,67.26259078585423,2.0115604291310656
109,65.41845317789816,1.545951677818368
110,67.50003544735904,1.7084873926851825
111,63.06955603276668,2.151704321417983
112,67.81580411473347,2.121958560989844
113,65.03211517572218,1.8025823624490027
114,65.0028709183395,1.7340074398825855
115,68.5862237532482,1.7651076150995162
116,69.06819886646082,2.1019267776254646
117,74.0754829606403,1.582163286239957
118,70.66370713350514,1.9731536114334745
119,67.95791080960701,1.5650408534280167
120,66.61941856182604,2.222959179033186
121,67.75256488394808,2.0243163111233797
122,67.12784995819838,2.346370924095886
123,67.93558229886952,1.3398752982553814
124,65.92378234857652,1.409361017875927
125,58.24568475351039,1.8409653950683063
126,72.00067955030818,2.014135971839178
127,64.48236287778506,1.7177900395392733
128,71.39183969075003,2.0472879870195393
129,68.14399772468617,1.983961463348583
130,68.11520078466604,2.2416216940831397
131,69.65770189206823,2.0647114100073485
132,64.87139492722997,2.153332629472918
133,65.94725876602251,2.3281537027701438
134,64.18684753482762,1.9587137071173235
135,67.97792514112619,1.602606334806759
136,73.16591493156943,2.4381220301778654
137,66.60924871517275,2.231516349669357
138,69.13602820901063,1.2159321609964224
139,68.75119404883277,1.9815967760500255
140,68.24965206042359,1.6769375240518465
141,67.19195886133879,1.9465223709853108
142,71.56428265163696,2.100328118117304
143,67.98333490939201,2.458690999373282
144,66.33425621070906,1.8831709085373847
145,62.54973496598282,2.4707317538850835
146,70.89299710458329,2.275054413353512
147,70.00669533934081,2.0330445762990954
148,68.64646681754698,1.9243980229198077
149,67.38919872283117,2.0162910835141084
150,104.53548853469132,7.166706370542424
151,99.82461962272342,6.826182384866981
152,98.09500453776502,7.480811503351747
153,101.52006191268131,7.020265167493196
154,98.96145447354183,6.667283976489841
155,99.79941532759031,7.2620974103410605
156,98.82238825948752,6.931827225099832
157,99.33689694568307,7.03287831039945
158,95.22096736376318,6.929380494410473
159,97.43681344553778,7.2653755097687815
160,97.68820397030542,7.173114024190209
161,104.57331235818027,6.9059211216155125
162,98.1952712436296,7.057429677737828
163,99.99391291717292,6.701915095798086
164,101.38275824714015,7.604654816042622
165,99.22566401420282,6.939137141180601
166,96.86520392929275,7.095726535505964
167,96.25907132587712,6.667920692694555
168,103.83900181553138,6.728364082181606
169,103.24407270799401,7.457307401134842
170,100.77797937243022,7.166017420855247
171,105.85675283106033,6.940981479380285
172,98.22098260917515,6.594030680565117
173,100.12512124103904,7.443743263275492
174,102.87878614420259,6.717372627574613
175,97.43387384850222,6.848748631197711
176,100.87680424748602,6.938406571868895
177,100.64336183632925,7.089021813413634
178,99.10367923996466,6.9879478175191165
179,100.6197771316481,6.974809088940047
180,101.51056259498215,7.561262731998402
181,101.7759168543125,7.016743163922565
182,94.94164412991425,7.11638712580456
183,94.15996476469837,6.577289774153163
184,102.5639177574063,7.211870518041
185,99.55018300495334,6.486996668154335
186,98.88595444932744,6.796378504535193
187,101.91052223839063,7.67731915972826
188,100.65079146386397,6.766206661590365
189,96.48834540909034,6.983171715769518
190,99.46962041945923,6.654544252141759
191,100.34906570707655,6.654725943606741
192,103.3363218151879,7.318795181736447
193,103.25425379588927,6.857784858817442
194,101.54356168995426,6.960379148434193
195,98.83356381579256,6.89825630285738
196,96.10085418089754,6.566840891231464
197,102.38294437262813,6.942629378824144
198,100.64927455338287,7.300513116536236
199,94.80060251495178,6.764760977855232
200,100.52600453039521,7.117628435999672
201,98.86877664879671,7.308753769809354
202,100.63118481648891,6.635985358351642
203,97.20770867202806,7.241641318148387
204,101.39149436936817,6.43028162829802
205,104.04313691158723,7.1794081093281665
206,104.03002896308949,6.884889735677475
207,99.11288133600303,6.662062874574604
208,107.61078871039567,6.947363732377855
209,104.76259957624583,6.805812264583816
210,100.4915235769993,6.498594254028976
211,98.8513985536997,7.295126472520009
212,96.24476855327651,7.321668263480383
213,101.01171344754539,6.686814722504724
214,98.49520818572297,6.862280296988376
215,99.85144198617249,6.839156810217072
216,97.5181362975864,6.908623689245554
217,96.91933078417286,6.6131420282070765
218,99.85547055247793,7.264862267666371
219,95.4118848846479,7.001052445439188
220,98.05013141559611,6.706856368859593
221,102.56031295814385,6.8445490932728
222,104.49490504919464,6.766048190756082
223,101.1595059808775,6.931815098032839
224,97.73793457262092,7.176302512773326
225,99.53505228077557,7.180963174214094
226,99.85812547834901,6.674255123409568
227,99.69379227043328,7.0155865508548425
228,102.87538886164359,6.728119297799447
229,99.88201044019809,6.483436380930988
230,101.95447918102995,6.675555107607806
231,94.58092143674918,6.982234949717578
232,103.31705487598853,6.542665915536437
233,96.73589324383472,6.777017532684016
234,96.61151006097398,7.113828366500376
235,97.57789766486654,6.783545579061939
236,101.74991619604694,6.773345610709395
237,101.29834029334216,6.708584448435387
238,96.36358445735414,6.449365213242723
239,105.58360836073518,6.903922290360701
240,100.73180010384529,6.9906851473057605
241,100.47988527102179,7.014905943812312
242,105.72465111760809,6.688322022712856
243,95.32761368170547,6.696412099454694
244,95.99587297072436,7.2240886157445825
245,102.46113462861327,6.711605336454902
246,95.82869267061102,6.893561004057672
247,104.17337163362919,6.154129174660505
248,101.57988030704763,6.677273431765425
249,103.12110143962383,6.676622817736974
250,99.14375251835247,6.548116269808131
251,97.06822644850571,7.415751748913835
252,102.46173605767018,6.879499554354798
253,97.38948288938724,6.431857859046456
254,98.81902986429705,6.990729024224111
255,99.74783692649655,6.971862421607149
256,96.63457111831923,6.980117834390315
257,99.88397986139468,7.387168611340953
258,105.60020036305708,6.9589032919246625
259,97.70108214647234,6.980505361071411
260,98.1771361742367,6.777269855276125
261,99.82404954423357,6.687008670654305
262,101.81832025346505,6.968825335244777
263,100.75002492057986,6.945117989208798
264,97.81823665824277,6.715612132075345
265,99.28817198702637,6.8353718987716565
266,100.70170399962873,6.998670489040708
267,95.91307975623181,7.020136389828505
268,95.97141874857773,6.815056712344216
269,99.11693917234646,6.377418016626606
270,100.27452234357995,7.0452950049143
271,99.52592741972599,6.872704818258522
272,98.87918901967558,6.707038159416683
273,99.19089889081357,6.834216458945542
274,100.2750561780622,6.638759173136543
275,100.70676972703343,7.042965668043301
276,99.57531150346382,6.8682385530741135
277,101.65701967741033,6.50061948796184
278,101.38136001443536,7.0729112398571115
279,100.85012887760385,7.1149937777298025
280,98.03906678022145,6.92216198250957
281,101.91117499364904,7.1291917732249335
282,100.62013829632795,6.545703926464112
283,101.61366134464963,7.350841297597932
284,103.02901447912858,7.0701634146307315
285,95.32696418918742,7.282763444268406
286,99.5582360898407,6.240244105579911
287,101.1316222093216,6.552348465076139
288,96.11067825941481,6.809512332287844
289,103.81777353364865,6.888746393746482
290,100.81297476321015,7.524390389125669
291,104.78208928796738,6.968993975251791
292,99.27543693381847,6.621738809773135
293,97.91662577745522,7.127607504283831
294,101.18719228542894,7.033071469352188
295,102.98440497269178,6.768289596090046
296,99.8317704394496,7.219372896548443
297,101.75243771868375,7.321283732719726
298,101.19106122029518,6.90717923332095
299,101.0865767807872,6.6992214410847675
300,63.08162200537062,2.174201534269153
301,67.83457900153698,2.0925228879251025
302,62.906946908475746,1.890465792582371
303,66.20042865880542,1.7407363655789991
304,61.23495498061262,1.8995379553588847
305,70.69191286449858,2.1142993165591215
306,66.19716017100258,1.99553720850491
307,70.27040024071403,1.171874641203742
308,67.62639035958009,2.162960044154431
309,70.04638587570253,2.510219062103009
310,71.40513703728944,2.0937688504238743
311,68.90592801834627,2.23608360439838
312,66.38201901577298,1.9879435835170445
313,70.7187170092356,2.5872335644685274
314,67.52219808280478,1.9854797932010408
315,68.59544058136304,2.402961108202417
316,67.90906008923255,2.4408077109413435
317,65.10002834771375,1.9441891112789014
318,67.40550452994343,2.235951717228866
319,71.13578113093483,1.5471666925645304
320,65.25464712256633,2.1010557436329385
321,66.02391906234256,1.5432716673057072
322,71.11543991607044,2.1481910252460943
323,69.47953249058224,1.8573662850661714
324,71.08681535650196,1.928012001071864
325,71.28930583346886,1.7265004547172134
326,65.4375936569486,2.061398963179309
327,65.89300356260883,2.202635319610649
328,68.78026323238716,1.7231086346410704
329,68.21859680283531,1.89461669354379
330,70.74749848753115,1.8102341050465387
331,66.68248071358136,2.3633710716129004
332,74.71578016772754,2.599702599268381
333,68.18966903498182,2.0656564121204672
334,72.60037598684798,1.9626695581266107
335,65.0709525885879,2.0350626792308897
336,69.3545503415964,1.7512551146545257
337,63.06130657550254,1.5689811456337697
338,69.99628785251699,1.772487045106447
339,67.57595872288665,2.0637676053013516
340,69.85742263728413,1.8995291603859579
341,69.4961471014418,1.732981912363747
342,66.91485792296596,1.692675323663639
343,71.39530164908575,1.9918750315799025
344,65.7820775371091,1.894288460580456
345,67.33481455783017,2.210155937397503
346,63.21309146544429,1.6888382475123742
347,66.86567824532752,2.759691749830342
348,70.86703667759599,1.966564496260717
349,70.13599874723252,2.6172308508891007
350,67.29876821967383,1.890075996770732
351,71.63583062966569,2.1482526494398826
352,70.01399946596767,1.8475332802158257
353,73.77260939702822,2.512877240478098
354,69.69784336661824,2.205286951444171
355,61.91821738327089,2.1913129380491623
356,67.41767423832403,2.1301717117484666
357,70.04737823553829,1.8976124695675174
358,62.92855459943875,2.1103623695222704
359,65.77584904267881,1.9009417721826982
360,66.18647046771741,1.8975277234234436
361,61.07143712820218,2.365084138169455
362,68.76003830697942,2.333419778875659
363,73.93952548942981,2.006777936768825
364,62.59269123247827,1.7318339448861246
365,64.37928655730987,1.8494376070565004
366,68.23894393419793,1.3993438198930284
367,69.02742648002466,1.5468930040142368
368,68.89209578840003,1.9671526564469055
369,67.05910628242226,1.978087083217606
370,66.38066595280492,1.8162585669787479
371,62.951730827393334,1.9911118055452013
372,73.53660113186996,2.5941485188653814
373,71.96545278963482,2.211740480255467
374,65.97055962776004,2.4328252364648786
375,67.8316173366771,1.979337347071078
376,67.12631860448221,2.0275885697054887
377,66.69435529523584,1.974865349188068
378,64.74620267381822,1.8879008885778443
379,74.84166940984946,1.9791217916114159
380,67.28401830568471,2.159712283731516
381,70.12436546511039,1.665869342248378
382,67.37852365159027,2.2754827522804297
383,68.80951288721631,2.0365862130505317
384,72.6620530058262,1.7966681721081068
385,68.2482376853229,1.8439824004234786
386,72.47092468722872,1.4144418802170402
387,65.98957491354872,1.8412529101916246
388,69.99061886951478,2.181882642832858
389,72.18558278071619,1.5277901472988025
390,70.25142502709144,1.912016040713508
391,66.00312428822548,2.1618705600117565
392,65.23958125179306,1.3769260114057031
393,66.88934453323209,1.550668744507429
394,66.05325253678797,2.11146642912533
395,68.93599923684248,2.47606983469357
396,67.40103575916955,1.5400005228356435
397,65.73170943009296,1.7241847326121185
398,64.34652452462525,2.1306101585046324
399,66.06430298610428,1.4067881549938979
400,70.09076840935764,1.9665720293879878
401,69.07051183505762,2.0317164634099947
402,69.89496420244512,2.0114056241046607
403,71.70860745043464,2.1274948369931677
404,69.17620287016521,2.122960075304767
405,63.630086772293836,1.950609274458884
406,67.22205053135151,2.0622640163481454
407,63.92391750711113,2.490234433067873
408,68.31316599246958,1.6366047378047979
409,62.87333910926348,1.9156138118837993
410,67.7309737612206,1.7845123742076832
411,68.27634148377177,1.8076472698281318
412,69.6549747551189,1.782637454483335
413,67.88449932468522,2.2936517520086417
414,75.71500664873088,1.697707042210818
415,66.6064766897387,1.7480492906600196
416,70.35298496530783,1.655570208284731
417,66.54692886322074,1.991119615028747
418,65.06396438156077,1.7128024873072456
419,66.5731313356344,1.369867927898792
420,63.66356534878,1.8760897736620477
421,68.44469190902599,1.9442720042139219
422,62.67809391548182,1.8608641124720007
423,70.39531292151852,2.1667596535973965
424,67.7637564154165,1.733789037470539
425,69.89364911285662,1.826321305637016
426,64.49225479257794,1.7593441294514633
427,72.34503587532245,2.066054011460508
428,71.47774115914311,1.8561991060071896
429,70.81444801755543,1.819548786914577
430,67.5277178929015,2.745905077986708
431,70.30144589689885,1.8496488874016923
432,67.74554288291984,2.0978670262656935
433,71.63137276854772,1.853260072498955
434,62.77604274618656,1.9161074560621079
435,68.04615637149126,2.032861390620572
436,71.95007040854799,2.0950061234917783
437,70.43875091490796,1.6696658918225593
438,70.60370446527364,2.628865949496885
439,70.31872787075054,2.0760667159822153
440,68.46196456522323,2.536142671707801
441,65.21845554982741,1.966669292613785
442,69.38062277881464,2.2232003323439598
443,66.68801628287484,2.0921964184181707
444,67.16623555594663,2.036141339840384
445,67.60372537887831,1.6575218966433352
446,67.93665924492966,2.2631454566185507
447,65.09894512537498,1.9276724753675496
448,69.99434019337144,1.679040467975848
449,68.54791501252447,1.6819610543139691
450,103.40389150250132,7.693846414563959
451,106.06676585273729,6.934245796668058
452,102.22059738622188,7.036299318550046
453,100.30631768820786,7.464327118281349
454,96.04246127144754,7.3165883792398345
455,99.8530720145328,7.422562186181243
456,100.56170010669832,6.798198401642145
457,100.83142113025414,7.220790128508905
458,100.10729102233358,7.146411482966979
459,98.43497447289405,6.359834829746478
460,102.70007075132003,7.209747920855286
461,100.444535153843,7.020523168663097
462,103.10888730806421,6.862867982357032
463,97.88039780392444,6.943435039151204
464,103.5672915656546,6.583866128720654
465,103.57548997784203,6.808224143738346
466,96.69776950082793,7.378018550842696
467,99.70932971561142,6.609929690684523
468,98.9238008228307,7.279315729266111
469,103.57622257786532,6.871870395423684
470,101.21896227729182,7.214225389718329
471,98.06612051885094,7.106510822549933
472,99.90436625573332,6.839192676858072
473,98.52355619386323,7.020110344560163
474,100.0895604608759,6.830353014002699
475,98.72216467479952,7.334001171502101
476,100.64148140553095,7.265528309976485
477,103.60546669581225,7.176652677891864
478,106.8126589401473,6.752408790470832
479,102.42522877924688,6.904556808090672
480,105.56734979011384,7.510132036417727
481,94.13736645397978,6.709340127246436
482,101.99293873238302,7.236960162965343
483,102.20969264847783,6.978740401547997
484,101.36536247369042,7.195906430735897
485,99.76638619138802,7.308190590508488
486,93.22150825267286,7.190138055870998
487,96.89784216314283,7.287603342390817
488,99.3139467253264,6.733363818674793
489,101.12170647023272,6.72659995064627
490,97.26169630733382,6.529811693214072
491,99.91987673560565,7.149047056507251
492,103.06907795839373,6.957481641463296
493,103.14356562534294,7.005388292540441
494,99.72013455706134,7.172068884357337
495,103.17517832837727,6.897569663662423
496,99.26871513413212,6.951750578590048
497,100.24830738097552,6.729877537118455
498,103.08401818019887,6.8798771104665
499,101.38733037033359,6.752358228332823
500,101.07641185842668,7.1174779047251
501,98.737955779608,7.606266829899143
502,101.11311988372572,7.533078676893215
503,102.87741677169437,6.80131755788318
504,98.85343955302632,7.130830620207169
505,100.18351759551625,7.01483834252768
506,99.14138513687635,6.457457093277702
507,99.32370206973792,6.334563560823172
508,101.11545870635481,6.782182663771688
509,97.85374982148358,6.9342088613110064
510,100.81801703888759,6.570398146679214
511,94.75419643133978,6.680180238550056
512,93.87481742740383,6.709945117033211
513,104.7726490915689,6.683024225050884
514,101.95421552470054,6.588509557520459
515,100.89736045771748,6.904079856336195
516,99.82056164339718,7.170633278310262
517,105.26872037594853,7.058411904949982
518,100.37307685418828,6.707989684755305
519,101.750018965997,6.926178300836419
520,102.49602112872529,6.986888064854508
521,105.22256711142956,6.405125049058761
522,99.11020191953477,7.264444491640377
523,98.94792340874504,6.762348079298362
524,99.20235818278125,6.586021375717799
525,100.35686131506931,7.732138552051967
526,103.43509449468019,6.667297268045419
527,97.37997675301513,6.878581657293264
528,103.01324838320181,6.753553897249244
529,97.9293057431574,7.265424830054472
530,102.59395771142545,6.887855601883166
531,96.64670975688162,6.535076553021188
532,97.90302961926969,6.330841329318542
533,102.24945964572974,6.810990790058632
534,101.44388099273542,7.5604974662804
535,103.5189871213986,6.654659548615903
536,102.60774695943007,7.347357108254931
537,97.76093044571172,6.714010923078399
538,99.67092430798438,6.519572995145145
539,104.41220484790466,6.278390862090853
540,96.67957775277382,6.919130450797249
541,99.31873872600795,7.049837251942788
542,100.81434570602451,6.935916395612366
543,103.41065895630982,6.358187149108842
544,99.99950645824912,6.785624676485381
545,100.39754030543045,7.066227951383883
546,97.26451337051563,6.8077153010393525
547,102.37776016975553,7.104716880595296
548,97.95925469019257,7.611967287802583
549,106.92753294548524,6.5612612563118935
550,100.90538488090102,7.752698330689717
551,102.35169588755468,7.066318042873764
552,99.37582949992171,6.837641714236984
553,99.36245589214079,6.834781176277558
554,102.2347250756741,6.880553904192568
555,98.67654546396983,6.639351793951276
556,99.85123037685909,6.731763497968299
557,99.45774949381271,7.31254466581646
558,101.09777465893337,7.1514175884356295
559,101.06827269927341,7.017752719057448
560,99.6180153079851,6.9076581352295
561,102.27735102649922,6.6747280572135255
562,104.02216775867663,7.010223418805445
563,97.75389882826788,6.853256176287996
564,97.96902879643567,7.048061949708412
565,97.84647086653507,7.342639359635121
566,97.65508302215727,6.318243420875747
567,97.80700452182232,6.3974436480101025
568,99.88039344828204,7.317747393511393
569,101.94327940079702,6.598723148515827
570,97.713234155296,7.533590060670005
571,100.955534226203,7.001235607790218
572,103.16818768358067,7.735822337629047
573,103.88971983273922,7.041824576431174
574,101.06406452795447,7.1851239373294655
575,98.16190451046963,6.682384158184768
576,100.15734725046815,6.715836631161064
577,99.8156127428948,7.028836911997627
578,107.02311196564881,6.74468500160303
579,99.6346332040872,6.95070913312464
580,101.31193160012599,7.314017299475087
581,98.52854949512003,6.753594390968491
582,95.07786815220504,6.722138650959146
583,101.60932250372979,7.013694112546961
584,96.95369801528152,6.888169757054543
585,100.09441884337079,7.151103679482679
586,98.21981694148442,6.924867982702637
587,94.54469579997937,6.654584259328617
588,104.85314697453653,6.343557798191546
589,98.98659234209792,7.065759468803277
590,98.87695226401888,6.757552742990381
591,99.816764402838,6.998510379549316
592,99.75364778520431,6.436686363654365
593,99.5577891161338,6.743466192912534
594,98.35679237555938,7.068092429002436
595,101.9221862514417,7.269033200272562
596,98.51076082906333,7.277200833016035
597,103.52118259787197,7.340991377363817
598,104.16930381643431,6.956295248224326
599,99.47760425478022,7.247515233818304
600,63.9004270546159,2.0628287141805024
601,66.40832302349025,1.8893632847415776
602,62.775456656304264,1.7328367082590377
603,67.93851821162866,2.2665359522280824
604,70.97007976822415,1.9759020575012265
605,67.43213492831309,1.7507962438950981
606,69.20706949092842,1.9257265998477384
607,69.81765361744701,2.5255060412377883
608,67.90287512821456,1.5507936577477786
609,65.41744867091346,1.5625557675990147
610,64.40867093175507,2.3915812170456405
611,68.67997872037544,1.543947670527272
612,69.96089649809036,2.3781124622236645
613,66.92037632769241,1.7972027482589341
614,66.98786686254515,2.0853819530762516
615,69.91991045076911,2.35466505141207
616,71.6374346177395,2.3556211544680936
617,72.08576429534023,2.198416336940106
618,63.40728018700404,1.9607107311459144
619,68.94176153787015,1.88506212049769
620,70.7337825647059,1.8919358083443485
621,65.22275891010887,2.4332896998317186
622,69.99801292941902,2.0657761352601143
623,70.78012727437952,2.3187602718006155
624,69.02310743291808,1.2627015743317118
625,65.97323164799684,1.8630262611265072
626,65.0473973146606,2.0596032301760947
627,71.57660639855402,1.8545283244378794
628,64.59550199098737,2.60841044327315
629,66.6456871817074,1.6301105225860246
630,68.71303174885537,2.12770477447686
631,65.88484973095798,2.23713607237648
632,66.53804168513997,1.7231147253828833
633,68.53577260557458,2.2312306931374852
634,66.0984455264159,2.0991876668042653
635,67.71952508178396,2.847330094920843
636,65.87432095651073,2.415251480161854
637,67.84296113468334,1.961971398898313
638,70.16499533460932,2.268197169962151
639,71.80104692286018,2.0985955205405475
640,66.19881083072623,1.8387061687447812
641,69.52895957265005,2.1742699611823224
642,72.19415282208948,2.125529136625609
643,71.18050479577322,2.4550313104351873
644,68.49440163359331,1.5543324045227944
645,64.46216874049826,1.5686591395428464
646,72.7747711430423,1.7457774215513178
647,71.69552469623687,2.1757195734691623
648,73.14580738051714,2.3009281458463517
649,67.6928892163598,1.9399908648820194
650,68.25550315983844,2.0525782855696573
651,66.40776898662975,1.9902115107234035
652,72.82796018600719,1.4893585067523039
653,68.77546441858058,1.7279141582057735
654,68.56111124841465,2.2519567325624603
655,67.82716945862693,2.2318960759545203
656,63.23048179584744,2.332096733799642
657,66.19061227205566,2.1867224209377096
658,68.5473442879294,1.2243313462628642
659,65.73180763558933,2.0661525103806206
660,72.66192824470738,2.0861804857711013
661,68.77308763931222,1.5761947731111843
662,72.29344008957047,2.5421230985564347
663,68.08572512937192,1.9340728855339653
664,63.14285085257102,2.2649963176869474
665,76.10683797707726,2.2151339224359474
666,71.79111055445959,2.16262618811245
667,65.04495234029373,2.401001789305959
668,64.29627530159084,1.9368005283010874
669,68.83655523500758,2.2648728982329973
670,69.24795699629288,2.1160503502500236
671,65.71553579471372,1.6131885758118631
672,68.18444200478963,1.7869415668271305
673,64.07664311579225,1.6202160585494176
674,66.52961457748066,1.444226341947798
675,63.957593891466885,1.5094589212792242
676,68.54677839134499,2.1223952688555254
677,74.02142288954848,1.5507410602302851
678,65.96120912327102,2.273783416796841
679,67.34967858503313,1.9019006183876601
680,73.12750911001866,1.8984781521437817
681,64.53141539199798,1.604918012039918
682,69.0070829669418,2.09157248102179
683,63.88489288914147,1.7043811226821068
684,69.60413791344683,2.1731800317575423
685,66.07033374918804,2.186664860555595
686,69.71556376187168,1.465075475384137
687,67.06380874865387,2.1245376773363365
688,66.28077289350804,1.358320439309688
689,67.15095583560164,2.2256279479824235
690,72.7412167574394,1.3427652016238025
691,75.8399640366928,1.6618591006912193
692,70.8709126124034,2.370259421160317
693,70.9490519004014,2.0448855438681126
694,64.51574701193623,2.1879676363958214
695,65.85430046967346,1.243191516968814
696,76.48669590114882,2.212430606588201
697,73.45423138545962,1.7265131577516672
698,72.4025084702357,2.476960747444699
699,72.66364857350352,1.9936381000363543
700,64.3926138687722,1.9468061579409093
701,61.39169265870019,1.4893962831789396
702,68.27581634345081,1.7025804602695458
703,67.50665943363575,1.9673000745795923
704,73.7921811455552,2.3892879709252837
705,67.86538224751152,2.362669860250803
706,65.66086056592897,1.898930892771539
707,70.73067293035218,1.6275018267287016
708,67.16305781509932,1.6037462419735868
709,68.35241722348391,2.4897547266768303
710,65.74370933269708,2.0677638487741485
711,65.30803429509051,1.6551353170278835
712,64.29245143897477,2.4364256244228812
713,75.08730641185278,2.1449131115916726
714,65.85112109258799,2.211467490302956
715,66.9970294209709,2.2404195042612116
716,68.87298091459832,2.0839112452565267
717,69.82182817812586,1.8261519089068527
718,66.78689653066142,1.483626322983814
719,66.67439167563963,1.5733001929805492
720,67.56595640288018,1.712710715184123
721,68.30370326096393,2.135971791924722
722,63.73963228680537,1.7560162717262107
723,65.17006429449386,2.223948027523533
724,73.11908608216048,2.2554609846109193
725,66.95174321690263,2.4395019168908387
726,63.45767679067619,2.4498074156384275
727,66.03135738109455,1.1659120354535848
728,75.95241421725427,2.4734069222970683
729,64.90434881863968,2.050702594277948
730,67.35650164324039,2.0306662409884795
731,63.5501406873763,1.795551805199962
732,69.40388384824286,2.0668088509866727
733,71.59771553001988,2.023925077228128
734,75.047665057694,1.7852805328494057
735,68.77799717586063,1.42510463121996
736,64.24060061370636,2.398557788279411
737,65.17159169756403,2.1592025522004294
738,67.8146874279458,1.6866353126937286
739,66.95525217743852,1.8457299096059838
740,66.53790239462619,2.226082463278233
741,69.95703366324975,1.8267722910118833
742,65.27869158848233,2.0847012003554943
743,67.69995376474822,2.308484738734934
744,75.96588071184017,2.2528773303274368
745,67.89580918680738,1.9483868087362826
746,65.4299176386075,1.7279981646852245
747,64.98975346849677,1.8813994485783863
748,66.71856966271748,2.223119211968548
749,66.80300295499863,1.9407650850691767
750,96.34517792333256,7.493372688759101
751,101.52095922875966,7.536661950767174
752,102.39065737610807,7.446890785573987
753,99.2545374236651,7.2151482423870705
754,108.11651910852837,6.632939661518256
755,103.52880686519266,7.509383265523581
756,101.26338273312825,7.229563730715064
757,103.83890340313916,6.798911450210359
758,101.25223518443167,6.733598519314374
